file,split,source,original_path,group,sha1,n_boxes,fixes
sh17_03b6d482f546.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6285412.jpeg,4932,03b6d482f5467eb7271e521684599865fa6913e0,6,line 10: box clipped to image
sh17_03e90a91b047.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7688340.jpeg,6572,03e90a91b04775e4d2306847e36c8ca2349d3c50,18,
sh17_03f421f10764.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9090941.jpeg,7829,03f421f1076459c54bed164b503711174d31a11e,6,
sh17_03f6e3aea7ca.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5648455.jpeg,3528,03f6e3aea7ca5c258ee1a437807f8baf0c8322df,2,
sh17_043039e96e88.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7034392.jpeg,5685,043039e96e885d741ff55af463be1782a1faadf8,4,
sh17_0458353a06d0.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7034419.jpeg,5691,0458353a06d07b1a409efbd596250af48e864383,2,
sh17_0477cb01823e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7014333.jpeg,5558,0477cb01823e52ee26b45518eb24e04587e15796,4,
sh17_04a4767487fb.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4473407.jpeg,2052,04a4767487fbe914c5739fbe9ca1a26f38d6c032,6,
sh17_05077fa4cfc2.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7674867.jpeg,6515,05077fa4cfc2f9b4e7ba2a1fd9bfccc68589a656,24,
sh17_05299b894dd4.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5973860.jpeg,4135,05299b894dd4aca3d94c6ae380e7ada769f4a63f,4,line 5: box clipped to image
sh17_053c01570b4c.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5920630.jpeg,4035,053c01570b4c2c04f2b05e7802d296836b64dc8b,5,line 5: box clipped to image
sh17_053eb69068b4.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-10922986.jpeg,107,053eb69068b44cdf3c71e4d100ff48ad1695d15c,9,line 14: box clipped to image
sh17_054448a2363e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8067867.jpeg,6916,054448a2363efa3d9e67448a4cc251e9391fd206,12,
sh17_05b5b51351db.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9272138.jpeg,7899,05b5b51351db343ce3bc039a51737bfbed53b7a4,7,
sh17_05c9ced09d03.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5967749.jpeg,4117,05c9ced09d034e996bef9cf56887e5ac9886e271,3,line 5: box clipped to image
sh17_061ae212f6f3.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5760871.jpeg,3884,061ae212f6f33d6577a26707762216926c31f956,3,
sh17_0644119d8066.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4173276.jpeg,1762,0644119d8066487913141d33a83c2db2273c40e7,4,
sh17_0685fc856248.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-10375967.jpeg,73,0685fc856248120c8772fa64320227a1eeeae120,6,
sh17_06ea8f40ec5b.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3873884.jpeg,1585,06ea8f40ec5be94988b76c5ac0806830b88f5cd2,3,line 5: box clipped to image
sh17_06f04d389be1.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5986093.jpeg,4326,06f04d389be1649293377955532ff141359c8d25,7,
sh17_0715218b10a9.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4543938.jpeg,2359,0715218b10a918f5a92a3626ef961008b82d937d,7,
sh17_071b89b6494f.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7241633.jpeg,5913,071b89b6494f9c83a55a834e4fbc945f33e068e8,3,
sh17_075530d937a6.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7221416.jpeg,5874,075530d937a6db454aad4734efb87e5fe9c228e4,4,
sh17_0775144ec4af.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7594633.jpeg,6294,0775144ec4af72cbf444485e6836089dedb20021,3,
sh17_0781b02ba1b6.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8961066.jpeg,7596,0781b02ba1b6bc25126e44e497058c90df150e2e,10,
sh17_07822f6e5c2c.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9062773.jpeg,7748,07822f6e5c2c20969ed1da7e1bb9f9a4777efdc8,4,
sh17_07903213efa2.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4544167.jpeg,2361,07903213efa2daac970eeb40f4835a39fc93046d,9,
sh17_0795e1193de6.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4219135.jpeg,1804,0795e1193de66cdf5c8328db21162e44b5803fbf,1,
sh17_0840648c4ea8.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9077997.jpeg,7822,0840648c4ea8db252e9482773a17baeb0ed2c574,10,line 13: box clipped to image
sh17_0855644bde31.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5691540.jpeg,3627,0855644bde31332d7b36ee015ce06b0453945817,3,line 3: box clipped to image
sh17_087ef6af9a3d.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9078002.jpeg,7826,087ef6af9a3d362db131c5372767e8e41426484e,9,
sh17_088345b68b9c.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5953752.jpeg,4088,088345b68b9c9423716af79141cd23866b318b34,4,
sh17_08ba01b2a1a1.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8101985.jpeg,6964,08ba01b2a1a1d05c183eaa8d11b6b9be61338d4e,10,
sh17_08cfa430d5ce.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6961123.jpeg,5514,08cfa430d5ced7d25542dfe47ff2a31bc1fe07f4,16,
sh17_08d3abff6a17.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7698826.jpeg,6628,08d3abff6a17ef285a5e1fafa2eadad0c5bf75aa,10,
sh17_08db2bfcdb7f.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5974365.jpeg,4304,08db2bfcdb7f61c44858dea53563ae6333a38dfb,3,
sh17_08ea52bf5e15.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-14367421.jpeg,649,08ea52bf5e1531fc78706bf6c2af6a9e4c9ddd6d,10,
sh17_0950e2094fce.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7089334.jpeg,5738,0950e2094fceac53f4994f385801df18c69b377f,6,
sh17_0999ef211516.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-9005437.jpeg,7735,0999ef211516b01e0217ea4da30a08a318cd9eb7,4,line 7: box clipped to image
sh17_09c336fe9f82.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4992594.jpeg,2804,09c336fe9f82f7c88b6190e00224868032d67ce3,3,
sh17_09e2046b6c0d.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4458334.jpeg,2035,09e2046b6c0d1cb6d6860ab8351d3f700455a5d3,4,
sh17_0a154548d7f9.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7483033.jpeg,6161,0a154548d7f9c704a99337ea2cd282659d88d570,2,line 3: box clipped to image
sh17_0a1c9d2a6ea2.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4963001.jpeg,2773,0a1c9d2a6ea2b2dccb8ed85be9413743e183042f,4,
sh17_0a783d79cec0.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5305811.jpeg,3112,0a783d79cec0336c83a999cc3b258f4ed85889f2,2,
sh17_0a7d829f2aca.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3861948.jpeg,1524,0a7d829f2acaa13b81095ce994b7ec73ad8a3fbc,5,line 8: box clipped to image
sh17_0aac69748714.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3658574.jpeg,1214,0aac69748714a2be64ae7b6a5499c72425c096c6,4,
sh17_0ada6dcd7e2f.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4904448.jpeg,2719,0ada6dcd7e2f97e1d984a016e5cb7ba90f385fd3,2,
sh17_0adf742ea2e2.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-13319079.jpeg,506,0adf742ea2e2565d00f6a98226d47ef02ecfeeaf,9,
sh17_0aef74aec6a6.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-12899193.jpeg,307,0aef74aec6a6a67efe3d4b9a197f27d6ff801b63,7,
sh17_0b64f73c2475.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8985698.jpeg,7707,0b64f73c247547182fcbf108590f53f6a014b758,3,
sh17_0b99f02dba77.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3822784.jpeg,1367,0b99f02dba771c667dd713f2783c0b6c4946b84d,4,
sh17_0ba3076d67aa.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8205368.jpeg,7070,0ba3076d67aa3af04ebdd7c2570829d88bba9150,11,
sh17_0ba5b7cc6673.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-12902895.jpeg,323,0ba5b7cc66738ae9625464e95e3bc0c143511b9d,4,
sh17_0ba6fadd68e4.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4458361.jpeg,2036,0ba6fadd68e432c70cdfae96ce03b769765802b1,4,
sh17_0c10a1a2eb8e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6205479.jpeg,4676,0c10a1a2eb8e80f3b107e880c63221d22018044d,7,
sh17_0c313df06226.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-13801616.jpeg,557,0c313df062269c504f2a840756999d9292a3a1ee,3,
sh17_0c87a7142ab2.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4226257.jpeg,1824,0c87a7142ab247966ad08cb25aaae6caf8037f29,4,line 7: box clipped to image
sh17_0ce8cd79b029.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5648405.jpeg,3517,0ce8cd79b029bd1f9acc915dce0aff7b19ec93c5,4,
sh17_0d13637a3d57.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-12912109.jpeg,455,0d13637a3d57df6cc68f9e3b3c0091f4a6e997d7,3,
sh17_0ddb3c0b4554.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8205101.jpeg,7061,0ddb3c0b45549e920303e4952f17e20280216001,15,
sh17_0e22938081a9.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8297683.jpeg,7109,0e22938081a9f6e530fd841e3b40542e96f38040,8,
sh17_0ea9e21c673e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-14776895.jpeg,685,0ea9e21c673eb7a508b04954c031979ada925f3d,3,
sh17_0eb639ee1944.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6169653.jpeg,4586,0eb639ee194482cff0099d85dd634b4383c13b40,8,
sh17_0ed3e6cd2742.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6116877.jpeg,4459,0ed3e6cd274218751f23dd7240d590a96551ca93,4,
sh17_0f03ffb41fa1.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7925833.jpeg,6857,0f03ffb41fa158ac01fb9c0655d33999d5e31fe3,4,
sh17_0f5ec6c31fb9.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-2915155.jpeg,1102,0f5ec6c31fb9a97f7835581592a90c5049a18426,3,
sh17_0f6ddd2ef62e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5410090.jpeg,3278,0f6ddd2ef62e2ebfac02cf928232d8e66d5e0be2,4,
sh17_0f72aa281647.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8851783.jpeg,7472,0f72aa28164754f8ecd05aecfa2327dc99c1b86f,2,
sh17_0f809bc02937.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4977460.jpeg,2789,0f809bc029377b4743311ccd9b87d5f92e3544ed,7,line 8: box clipped to image
sh17_0ffabe10d028.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-13794443.jpeg,539,0ffabe10d028eb1290450c33f3631ef5872754d9,3,
sh17_100606829ceb.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6857631.jpeg,5412,100606829ceb86bf25b3ce4edbe6db7429cf7767,9,
sh17_1008c53207df.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3688262.jpeg,1221,1008c53207dff8ca8e2bff6ff2f2d613422d3553,3,
sh17_10205596aa00.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3817825.jpeg,1353,10205596aa004c79c49de210809e5704932b953d,3,
sh17_103f5246c0b8.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6457477.jpeg,5043,103f5246c0b864509465a2e6622ded9fa4f25cbd,4,
sh17_1062efe70933.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-8986148.jpeg,7728,1062efe709330e33cf7b814636958e5a2ade61f5,4,
sh17_1081adca92bd.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3285203.jpeg,1176,1081adca92bd9be66754c9e39ba5fb13bb0e8684,17,line 22: box clipped to image
sh17_108a810c6a8e.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4489732.jpeg,2215,108a810c6a8ed8229bd8fcdad71016a6adc51eef,4,
sh17_10bfa6f8c420.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7014513.jpeg,5586,10bfa6f8c42006d57e1e9002c7f5e271c02dadf6,3,line 5: box clipped to image
sh17_1127a9cd5bdb.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7299684.jpeg,5989,1127a9cd5bdb51322742763bc2ce8266801a0683,3,
sh17_113053b70cb0.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5230979.jpeg,2967,113053b70cb0b9bff7821ce53afcbd6f6dccdeef,3,line 3: box clipped to image
sh17_115e56830d68.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-634511.jpeg,4968,115e56830d687adf815af533f37f0801b3ea18e3,4,
sh17_118b224a7092.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4621893.jpeg,2522,118b224a70924a546cb95adf4be7961f1956bfe2,4,
sh17_118e5ec59293.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7653985.jpeg,6471,118e5ec5929331513719fc170cef92ea2778bbad,8,
sh17_119f176a69bc.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5920632.jpeg,4036,119f176a69bce815eaef5a41f2b9453f2ad30a2b,3,
sh17_11eeb964d9c3.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5409759.jpeg,3257,11eeb964d9c36a66f5045b3a805e38356984c61b,4,
sh17_11f39172824c.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3772616.jpeg,1261,11f39172824cb252f4590b3fc7fda42fdaf45f95,3,
sh17_124bc5192acc.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5835463.jpeg,3928,124bc5192acc0124681cf963dddad79b573d3d96,1,
sh17_12613a8dc121.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5641934.jpeg,3463,12613a8dc12174839ccef990efbf409d6927faf7,0,
sh17_126623fc7d82.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-15016522.jpeg,707,126623fc7d82e6e12d0f84171f74c187137c003c,4,
sh17_1280ec18ade3.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-3632669.jpeg,1210,1280ec18ade39dd411d2a2e8ed9506f290fb4575,3,
sh17_12e4d69d4f03.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-15489247.jpeg,755,12e4d69d4f033e6b3a3201d9a426e299f7b04779,6,line 7: box clipped to image
sh17_13277d4e4414.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7495163.jpeg,6208,13277d4e4414b8ff4e8bcdf0b1380e2697547828,13,line 3: box clipped to image; line 17: box clipped to image
sh17_132ac8bc6eb5.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6711651.jpeg,5220,132ac8bc6eb5fb74f20e4947580c15a8838dad23,3,
sh17_136432fd4b22.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7644149.jpeg,6332,136432fd4b22c3e3425eccc9bdcc3fd0b97311f7,15,line 23: box clipped to image
sh17_1382235f7162.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-4219608.jpeg,1807,1382235f71623dd8341d10223ae4ae941dab2af5,3,
sh17_13c37da1ce06.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-5409703.jpeg,3229,13c37da1ce06f9dd08b111266514e63e690a11b3,4,line 6: box clipped to image
sh17_13f88127b640.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6231747.jpeg,4845,13f88127b6400ce8e97ed37b723fdd72d164d315,5,line 1: box clipped to image
sh17_13fa48c9d9a5.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-7652183.jpeg,6430,13fa48c9d9a5cebbcf8868d46cc533396ece8ca4,9,line 20: box clipped to image
sh17_13ff69ceaea3.jpg,test,sh17,/kaggle/input/datasets/mugheesahmad/sh17-dataset-for-ppe-detection/images/pexels-photo-6837730.jpeg,5368,13ff69ceaea31ca6d19eadca331dd6b424856ae7,4,
